Title,Company,Experience,Salary,Location,Skills,Link
dot net developer,angion systems,4-9 yrs,,"kochi, thrissur, kozhikode, thiruvananthapuram","ms sql, jquery, database design, javascript, php, healthcare, visual studio, stored procedures",https://www.naukri.com/job-listings-dot-net-developer-angion-systems-kochi-thrissur-kozhikode-thiruvananthapuram-4-to-9-years-140920500085
asst. executive - production,ajanta pharma,10-12 yrs,,dahej,"executive production, quality control, production, process improvement, inventory, manpower handling, quality standards, safety",https://www.naukri.com/job-listings-asst-executive-production-ajanta-pharma-dahej-10-to-12-years-140224501861
dot net developer,ethics infotech,1-6 yrs,,vadodara,"sql queries, ms sql, pdf, oops, ssrs, entity framework, asp.net, mvc",https://www.naukri.com/job-listings-dot-net-developer-ethics-infotech-llp-vadodara-1-to-6-years-140125511262
executive - qms - production,ajanta pharma,10-12 yrs,,dahej,"executive production, quality control, production, documentation, process improvement, production department, engineering, production operations",https://www.naukri.com/job-listings-executive-qms-production-ajanta-pharma-dahej-10-to-12-years-140224501505
dot net developers,northsoft corporation,2-5 yrs,,ludhiana,"vb.net, oracle, html5, asp.net mvc, oracle 11g, sql, css3, jquery",https://www.naukri.com/job-listings-dot-net-developers-northsoft-corporation-ludhiana-2-to-5-years-140217501459
dot net developer,destiny hr group,2-7 yrs,,gurugram,"computer science, jquery, soa, database design, mis, web development, agile, wcf",https://www.naukri.com/job-listings-dot-net-developer-destiny-hr-group-gurugram-2-to-7-years-140322501248
dot net developer,turing,3-7 yrs,,remote,"product management, ms sql, agile, scrum, wcf, dbms, business intelligence, jira",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-3-to-7-years-140125505618
dot net developer,turing,3-7 yrs,,remote,"github, git, mvvm, javascript, html, mvc, visual studio, wpf",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-3-to-7-years-140125507541
dot net developer,virtual engineering services,2-3 yrs,,noida,"server, css, web application, web services, software design, azure devops, sql, razor pages",https://www.naukri.com/job-listings-dot-net-developer-virtual-engineering-services-pvt-ltd-noida-2-to-3-years-140224501255
dot net developer (products),turing,3-7 yrs,,remote,"coding, technical design, pharma, javascript, clinical trials, programming, troubleshooting, sql",https://www.naukri.com/job-listings-dot-net-developer-products-turing-remote-3-to-7-years-140125506134
dot net developer,turing,3-7 yrs,,remote,"git, coding, risk analytics, web application, devops, asp.net, html, mvc",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-3-to-7-years-140125504948
dot net developer,reliant soft solutions,3-8 yrs,,remote,"ms sql, web development, javascript, agile, windows, wcf, mfc, visual studio",https://www.naukri.com/job-listings-dot-net-developer-reliant-soft-solutions-remote-3-to-8-years-140223500685
dot net developer - dot net core,gspan,3-6 yrs,,ahmedabad,"c#, project management, c++, software development, program management, business analysis, javascript, jquery",https://www.naukri.com/job-listings-dot-net-developer-dot-net-core-gspan-automation-technologies-ahmedabad-3-to-6-years-140225501996
dot net developer,turing,3-7 yrs,,remote,"ms sql, jquery, consulting, mvc, stored procedures, edi, vb, asp",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-3-to-7-years-140125509627
senior dot . net developer,papasiddhi,5-10 yrs,,jodhpur,"computer science, c++, visual basic, front end, project management, debugging, javascript, .net",https://www.naukri.com/job-listings-senior-dot-net-developer-papasiddhi-jodhpur-5-to-10-years-140322501261
dot net developer,turing,10-12 yrs,,remote,"software design, nosql, architecture, operating systems, postgresql, mysql, debugging, programming",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-10-to-12-years-140125508225
dot net core full stack developer,turing,7-10 yrs,,remote,"automation, backend, front end, software development life cycle, programming, design development, manager technology, software solutions",https://www.naukri.com/job-listings-dot-net-core-full-stack-developer-turing-remote-7-to-10-years-140125505154
dot net core programmer,turing,3-7 yrs,,remote,"front end, multithreading, linux, scalability, memory management, finance, consulting, big data",https://www.naukri.com/job-listings-dot-net-core-programmer-turing-remote-3-to-7-years-140125506813
dot net technical architect,osoftec,8-10 yrs,,ghaziabad,"soa, uml, silverlight, ooad, application development, mvc, wpf, microsoft",https://www.naukri.com/job-listings-dot-net-technical-architect-optimization-software-technologies-ghaziabad-8-to-10-years-140224501302
dot net-lead,iris solutions,5-7 yrs,,noida,"vmware, iis, jquery, rdbms, workflow, scrum, oracle, information technology",https://www.naukri.com/job-listings-dot-net-lead-iris-solutions-noida-5-to-7-years-140125511129
dot net/kafka developer,turing,4-8 yrs,,remote,"software architecture, software design, network configuration, backend, linux, ldap, consulting, ssl",https://www.naukri.com/job-listings-dot-net-kafka-developer-turing-remote-4-to-8-years-140125506191
junior dot net developer,nexware,2-7 yrs,,coimbatore,"web technologies, oops, mysql, entity framework, .net, mvc, dot, entity",https://www.naukri.com/job-listings-junior-dot-net-developer-nexware-technologies-pvt-ltd-coimbatore-2-to-7-years-130624500395
production supervisor,vinipul inorganics,1-3 yrs,,mumbai,"employee training, quality control, production, logistics, inventory, kaizen, production management, manpower handling",https://www.naukri.com/job-listings-production-supervisor-vinipul-inorganics-pvt-ltd-mumbai-1-to-3-years-140125502668
dot net developer,sritech infopath,1-4 yrs,,amod,"nec, .net, development, dot",https://www.naukri.com/job-listings-dot-net-developer-sritech-infopath-amod-1-to-4-years-131224503984
dot net mvc developer,variable soft,1-5 yrs,,jaipur,"interpersonal skills, programming, mvc, research, interpersonal, interpersonal skill, program, .net",https://www.naukri.com/job-listings-dot-net-mvc-developer-variable-soft-jaipur-1-to-5-years-130922502384
dot net developer (windows applications),vizgro tech,1-2 yrs,,ahmedabad,"server, development, mobile, wpf, windows, business executive, sql, sql server 2008",https://www.naukri.com/job-listings-dot-net-developer-windows-applications-vizgro-tech-pvt-ltd-ahmedabad-1-to-2-years-130818500224
dot net software developer,doxbird solutions,2-5 yrs,,ludhiana,"java, business analysts, development, c, architects, software, html, sql",https://www.naukri.com/job-listings-dot-net-software-developer-doxbird-solutions-ludhiana-2-to-5-years-130917502028
dot net developer,xeta interactives,3-8 yrs,,lucknow,"computer science, c, web technologies, entity framework, .net, asp.net mvc, sql, framework",https://www.naukri.com/job-listings-dot-net-developer-xeta-interactives-lucknow-3-to-8-years-131224503198
dot net developer,adms online,3-6 yrs,,ahmedabad,"relationship management, server, soa, software, quality systems, access, service, stored procedures",https://www.naukri.com/job-listings-dot-net-developer-adms-online-ahmedabad-3-to-6-years-130717501006
dot net programmers/ team leader,base77,2-6 yrs,,delhi,"c#, development, clients, documents, asp net using c, testing, software programming, asp net",https://www.naukri.com/job-listings-dot-net-programmers-team-leader-base77-delhi-2-to-6-years-131016500527
dot net/asp.net developer,adroit infosystem,2-4 yrs,,noida,"soa, javascript, data structures, asp.net, wcf, mvc, data, dot",https://www.naukri.com/job-listings-dot-net-asp-net-developer-adroit-infosystem-noida-2-to-4-years-131219500738
dot net project managers/project leads,accusol technologies,4-8 yrs,,"ahmedabad, ahmedabad","b tech, enterprise application, development, net vb net, design development, asp net 2 0, developing, mca",https://www.naukri.com/job-listings-dot-net-project-managers-project-leads-accusol-technologies-pvt-ltd-ahmedabad-ahmedabad-4-to-8-years-131015500047
sr. dot net developer,srg housing finance (srghfl),3-8 yrs,,udaipur,"git, devops, asp.net, performance optimization, .net, housing finance, deployment, mvc",https://www.naukri.com/job-listings-sr-dot-net-developer-srg-housing-finance-udaipur-3-to-8-years-130923501831
dot net developer,v6jobsmart,4-9 yrs,,new delhi,"computer science, html;javascript, ms sql, quality standards, vb script, coding, agile development, mysql",https://www.naukri.com/job-listings-dot-net-developer-v6jobsmart-new-delhi-4-to-9-years-130723501183
senior dot net developer,j-technologies,2-7 yrs,,"chennai, coimbatore","assembly language, c, technical, software, html, mca, ajax, sql",https://www.naukri.com/job-listings-senior-dot-net-developer-j-technologies-india-ltd-chennai-coimbatore-2-to-7-years-131117502691
asp dot net,diverse lynx,2-6 yrs,,chennai,"c, agile, asp.net, mvc, microsoft, sql, asp, dot",https://www.naukri.com/job-listings-asp-dot-net-diverse-lynx-chennai-2-to-6-years-130722501909
dot net developer,turing,7-10 yrs,,remote,"head business development, spark, market intelligence, manager technology, management, software solutions, software, intelligence",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-7-to-10-years-140125504572
dot net developer,turing,4-8 yrs,,remote,"sitecore, software development life cycle, healthcare, json, visual studio, sdk, cosmos, technical support",https://www.naukri.com/job-listings-dot-net-developer-turing-remote-4-to-8-years-140125504911
dot net developer,unlimited innovations,5-10 yrs,,chennai,"coding, ssrs, wcf, asset management, wpf, ssis, microsoft, asp.net mvc",https://www.naukri.com/job-listings-dot-net-developer-unlimited-innovations-india-pvt-ltd-chennai-5-to-10-years-130923501815
dot net architect,venture7 technology,12-14 yrs,,faridabad,"jquery, architecture, soa, design review, xml, ooad, wcf, microsoft",https://www.naukri.com/job-listings-dot-net-architect-venture7-technology-private-limited-faridabad-12-to-14-years-131023500480
dot net,diverse lynx,2-6 yrs,,gurugram,"iis, git, soa, agile, entity framework, asp.net, microsoft azure, windows",https://www.naukri.com/job-listings-dot-net-diverse-lynx-gurugram-2-to-6-years-130722502146
junior dot net developer,softweb,1-6 yrs,,kolkata,"erp, vb.net, c, asp.net, .net, dot, vb, development",https://www.naukri.com/job-listings-junior-dot-net-developer-softweb-technologies-kolkata-1-to-6-years-121224502444
shift incharge - production,varroc,4-6 yrs,,"sriperumbudur, chennai","production, kaizen, production processes, manufacturing, cipet, plant production, quality control, rejection control",https://www.naukri.com/job-listings-shift-incharge-production-varroc-engineering-limited-sriperumbudur-chennai-4-to-6-years-130325909958
engineer me - plant,varroc,4-8 yrs,,halol,"production, plant engineering, manufacturing engineering, electricals, manufacturing, production line, mechanical engineering, capex",https://www.naukri.com/job-listings-engineer-me-plant-varroc-engineering-limited-halol-4-to-8-years-130325910202
dot net developer,cognic systems,1-3 yrs,,jabalpur,"computer science, software design, visual basic, agile, mvc, troubleshooting, technical support, sdlc",https://www.naukri.com/job-listings-dot-net-developer-cognic-systems-pvt-ltd-jabalpur-1-to-3-years-130324502182
dot net developer,roadmap it solutions,2-6 yrs,,puducherry,"jscript, ms sql, jquery, linux, html5, agile, hr, windows",https://www.naukri.com/job-listings-dot-net-developer-roadmap-it-solutions-p-ltd-puducherry-2-to-6-years-130223501097
dot net developer,metaorangedigital,1-3 yrs,,noida,"jquery, coding, ado.net, asp.net, .net, mvc, test cases, asp.net mvc",https://www.naukri.com/job-listings-dot-net-developer-metaorange-digital-noida-1-to-3-years-130324501621
dot net developer,tech tammina,2-5 yrs,,chennai,"jquery, linq, web technologies, debugging, javascript, manager technology, asp.net mvc, sql",https://www.naukri.com/job-listings-dot-net-developer-techtammina-llc-chennai-2-to-5-years-130523500518
dot net developer,avant garde software,2-4 yrs,3.5-6 lacs pa,remote,"c#, git, .net framework, windows application forms, desktop application, application, winforms, desktop",https://www.naukri.com/job-listings-dot-net-developer-avant-garde-software-kolkata-2-to-4-years-130325015304
dot net developer,destiny solutions,2-4 yrs,,ahmedabad,"pdf, asp.net mvc, sql, dot, .net, asp.net, development, mvc",https://www.naukri.com/job-listings-dot-net-developer-destiny-solutions-pvt-ltd-ahmedabad-2-to-4-years-121224502604
production and maintenance engineer,praveedh decor,4-5 yrs,3-4.25 lacs pa,"valsad(sarigam), daman & diu, umbergaon","production management, production engineering, production, maintenance engineering, production and maintenance, management, engineering, maintenance",https://www.naukri.com/job-listings-production-and-maintenance-engineer-praveedh-decor-valsad-daman-diu-umbergaon-4-to-5-years-130225021193
dot net developer - desktop,destiny solutions,1-3 yrs,,ahmedabad,"pdf, vb.net, c, sql, vb, desktop, .net, dot",https://www.naukri.com/job-listings-dot-net-developer-desktop-destiny-solutions-pvt-ltd-ahmedabad-1-to-3-years-121224502609
